按导航的来，车是开到售票处换票，坐景交，自己不能开到景区门口的，路窄又险。自己的车停在停车场，注意，可以停下室内停车场，退售票点的楼下。共三个景点，白马瀑比较好，景色宜人，因为最近天气有点雨，所以瀑布还是挺大的。景区内有缆车，70无来回，因为不太长，另外山也不太陡，建议不坐，边看景边上下山。当然，你懒又有钱，那坐坐也可以。到了顶，再回下来，就会走水泥栈道，这里站得高，心情舒畅的。第一个景点结束，第二个景点剑门关，就是那河边走走，看看碧水，说是小九寨，啊这？当时散步了。第三个景点与第一个就重复了，大家觉得没什么劲了。到最后一个屋前，就可以左转过桥，等景交回去了。那个革命纪念里，没什么东西。浙西，浙北，夏霖等，景色也没多大区别，就是大石头，水流，瀑布，大同小异。下次要找名山大川了。,好评
非常棒！空气好，景色美！,好评
风景还是不错的，空气新鲜，山水清澈透明，我们是6月初去的，枯水期，瀑布干了，没有看到雄伟壮观的景象。自驾到游客中心，目前有免费停车场。然后做景交上山，自己开车上去比较危险，分四个景点，尤其第一个白马崖开山路车是比较危险的，它是最远的一个点。最坑爹的是跟前只有一个山庄，就是吃饭带住宿，150的套餐非常难吃，菜都是冷的，景区里面有吃的就是平时常见的烤土豆等，可以到景区里面吃点都比门口那家山庄好吃。进去白马崖景区，玩的时间也算最长的，3个小时左右吧，景区是爬山的，绿树成荫，可以避暑，山水相连非常清透，累热了可以玩水去热，山上的九龙瀑布非常小，有些失望。上山固然很累，下山建议不需要做缆车之类的，下山路修的不错，很好走，而且一路可看风光，走走停停看看。第二个老堆溪是非常差的一个小景点，基本可以不去，因为里面本来有个吊桥但是停用了，又修了个吊桥是拓展训练活动的，收费才能玩，里面转一圈半小时就出来了。第三个剑门关，去附近找住宿，推荐苗苗山庄，环境卫生还行，还包两顿饭，老板娘热情，厨艺好，吃的挺满意，比起之前白马崖那家山庄不知道好多少倍。第一天旅行结束休息，中午到的景区算是玩了半天。第二天去了剑门关，也不错，景区有高空表演，其他也是自然风光，大概2小时玩完，因为天气降温也没有玩漂流，漂流要加钱的。第四个柘林瀑，枯水期瀑布干了，只有个小瀑布而已，基本一两小时结束行程。感受：依山傍水特别舒服的自然景观，景区都不算大，但和门票价格比也算划得来。,好评
自从买了车，每年的春节就会全家出游，我们出门旅游最信任的就是同程旅游，不光可选择的景点和套餐很多，而且每年的春节都会推出优惠的活动。让会员们花最少的钱玩得最开心。春节的第一站是“浙西大峡谷”浙西大峡谷被誉为“华东第一旅游峡谷”，又有“浙西神农架”之称。吃过中餐出发大约三个小时的车程就到了，事先约定好了的民宿离大峡谷很近，而且还会有景点的班车接送，非常方便。第二天一早就出发了，山里的空气好清新，水清彻见底，走个十分钟就到了游客集散地，用二维码验证领取了门票，凭门票坐景区巴士（景区共有四个，相互之间隔得比较远，山路不好开，建议都坐景区的巴士更节约时间，也更方便）我们去的时候白马崖因为结冰不开放，实际只游了三个景区，可游览景点是柘林瀑、剑门关、老碓溪，有点遗憾，据说白马崖是最好看的一个景区，最好的季节是6-9月，还能玩漂流，冬季去很多河源都干涸了，露出了河床，倒也别有一番风味，最有特色的是在剑门关有农家榨油、推磨、踩水车（因大峡谷为是过年，没有工作人员在，）是城市的小朋友第一次看到，还尝试着推磨玩得不亦乐乎，老碓溪有不少的水上活动项目，有点小刺激，小朋友是来回玩了几趟。本人认为在淅西大峡谷玩还是要请个导游，因为自己玩有些美景都错过了。如听涛观瀑、竹排戏水、骑马登山、水牛接龙、悬桥探高、训鹿喂蜂这些景点也许错过，也许看了不知所以。但山青水秀、奇峰秀瀑、危岩陡峭，山里清新的空气，还是让我们感受到了大自然的美丽。希望下次还能再去看看。,好评
29日上午9点从上海出发，经过杭州绕城高速时车速象蜗牛比较堵，到了下午2点多才到达目的地，找了一家农家乐住下了，晚上在同程网订了票，第二天早上8点多到游客中心换了票，大峡谷一共有四个景点，去各景点有专门接送的免费中巴，去景点的路比较窄又急弯，那车开的让我胆战心惊，作为我二十几年的老司机有点后怕。十几分钟的路程到了第一站，四个景点其中一个比较小半小时不到就玩完，最后一个柘林瀑景区比较失望，说是瀑布景区但是还是看不到水，可能是冬天的原因吧，总体感觉还不错。全程游玩到下午两点多结速。2点半上高速返程回家。,好评
风景还是不错的，空气新鲜，山水清澈透明，我们是6月初去的，枯水期，瀑布干了，没有看到雄伟壮观的景象。自驾到游客中心，目前有免费停车场。然后做景交上山，自己开车上去比较危险，分四个景点，尤其第一个白马崖开山路车是比较危险的，它是最远的一个点。最坑爹的是跟前只有一个山庄，就是吃饭带住宿，150的套餐非常难吃，菜都是冷的，景区里面有吃的就是平时常见的烤土豆等，可以到景区里面吃点都比门口那家山庄好吃。进去白马崖景区，玩的时间也算最长的，3个小时左右吧，景区是爬山的，绿树成荫，可以避暑，山水相连非常清透，累热了可以玩水去热，山上的九龙瀑布非常小，有些失望。上山固然很累，下山建议不需要做缆车之类的，下山路修的不错，很好走，而且一路可看风光，走走停停看看。第二个老堆溪是非常差的一个小景点，基本可以不去，因为里面本来有个吊桥但是停用了，又修了个吊桥是拓展训练活动的，收费才能玩，里面转一圈半小时就出来了。第三个剑门关，去附近找住宿，推荐苗苗山庄，环境卫生还行，还包两顿饭，老板娘热情，厨艺好，吃的挺满意，比起之前白马崖那家山庄不知道好多少倍。第一天旅行结束休息，中午到的景区算是玩了半天。第二天去了剑门关，也不错，景区有高空表演，其他也是自然风光，大概2小时玩完，因为天气降温也没有玩漂流，漂流要加钱的。第四个柘林瀑，枯水期瀑布干了，只有个小瀑布而已，基本一两小时结束行程。感受：依山傍水特别舒服的自然景观，景区都不算大，但和门票价格比也算划得来。,好评
看到同程的票含景交就买了，以为是景点里面的交通，自驾去的，才发现大峡谷有四个景点，景交是从游客集散地到四个景点的交通，自驾也可以，害我浪费了钱，再说景点去的时候就我和老公，景点白马崖都没有检票的，直接进去了，觉得又浪费钱了，白马崖还不错，爬山的，没人也就没索道，景色不错，景点内的项目都没有，就是纯看景色，爬山走路,好评
130的门票是很公道了，四个景区，中巴车来回接送，成本比一些漂流肯定是高多了。最远的白马崖景区还是可以的，不负浙西大峡谷的名声，山谷内树荫很多，是个避暑的好地方，周日下午人也不是太多，感觉非常棒。柘林瀑就差强人意了，还好我们是第一站就去的这里，作为一个热身吧！另外两个景点因为时间和行程安排原因没有去，听说老碓溪景区是孩子们玩的项目，剑门关是漂流，但是这几年其他地方开发了很多更刺激的漂流，显得这里的漂流项目就不好玩了。峡谷风光确实不错的,好评
春节特惠6折的门票，真心便宜好多，同程网订单取票很方便，虽然是冬天没什么水，剑门关景区也没开，风还特别大，不过玩的还算开心，冬天的峡谷也别有一番景致，峡谷下周边的农家乐也很好吃而且不贵，夏天的时候会再来玩漂流,好评
暑假期间一直想出来游玩，天气太热加上假期有限，就选择了浙西大峡谷两日游。在同程上定了酒店，我们住的是浙西大峡谷假日酒店，我不喜欢民宿，一个安全还有卫生。我们早上七点多从无锡出发，以为三百公里的路程，最多三个多小时就到了，路上堵车加上下雨，开了将近五六个小时，到了地方就十一点多了，然后就在酒店餐厅吃了饭，味道还不错。价格也算合理，饭量也比较足。吃了饭，我们就去了最远的白马崖。那里风景真的不错，空心清新，风景优美。第二天，我们又去了剑门关，就在酒店附近，里面有表演，还有晃桥，然后又玩了漂流，总体还不错。,好评
